year_month,platform_name,media_type,avg_hours_per_user_per_month,monthly_active_users_millions,avg_sessions_per_user_per_month,retention_rate_pct,region
2016-02,Hulu,Streaming,21.79,35.32,6.2,0.8575,APAC
2016-03,Hulu,Streaming,18.62,38.54,6.2,0.8504,North America
2016-03,Hulu,Streaming,18.62,38.54,6.2,0.8504,Europe
2016-03,Hulu,Streaming,18.62,38.54,6.2,0.8504,APAC
2016-04,Hulu,Streaming,20.06,34.02,6.0,0.8412,North America
2016-04,Hulu,Streaming,20.06,34.02,6.0,0.8412,Europe
2016-04,Hulu,Streaming,20.06,34.02,6.0,0.8412,APAC
2016-05,Hulu,Streaming,21.67,35.99,5.5,0.8644,North America
2016-05,Hulu,Streaming,21.67,35.99,5.5,86.4%,Europe
2016-05,Hulu,Streaming,21.67,35.99,5.5,0.8644,APAC
2016-06,Hulu,Streaming,21.26,35.55,6.0,0.852,North America
2016-06,Hulu,Streaming,21.26,35.55,6.0,0.852,Europe
2016-06,Hulu,Streaming,21.26,35.55,6.0,0.852,APAC
2016-07,Hulu,Streaming,20.15,37.38,5.8,0.8691,North America
2016-07,Hulu,Streaming,20.15,37.38,5.8,86.9%,Europe
2016-07,Hulu,Streaming,20.15,37.38,5.8,0.8691,APAC
2016-08,Hulu,Streaming,22.77,36.07,6.4,0.8648,North America
2016-08,Hulu,Streaming,22.77,36.07,6.4,0.8648,Europe
2016-08,Hulu,Streaming,22.77,36.07,6.4,0.8648,APAC
09/2016,Hulu,Streaming,17.89,36.91,5.9,0.8658,North America
2016-09,Hulu,Streaming,17.89,36.91,5.9,0.8658,Europe
2016-09,Hulu,Streaming,17.89,36.91,5.9,0.8658,APAC
2016-10,Hulu,Streaming,22.24,37.47,6.0,0.8614,North America
2016-10,Hulu,Streaming,22.24,37.47,6.0,0.8614,Europe
2016-10,Hulu,Streaming,22.24,37.47,6.0,86.1%,APAC
2016-11,Hulu,Streaming,23.51,39.36,5.9,0.8644,North America
2016-11,Hulu,Streaming,23.51,39.36,5.9,0.8644,Europe
2016-11,Hulu,Streaming,23.51,39.36,5.9,0.8644,APAC
2016-12,Hulu,Streaming,21.11,38.16,5.9,0.8654,North America
2016-12,Hulu,Streaming,21.11,38.16,5.9,0.8654,Europe
2016-12,Hulu,Streaming,21.11,38.16,5.9,0.8654,APAC
2017-01,Hulu,Streaming,22.35,43.35,5.9,87.1%,North America
01/2017,Hulu,Streaming,22.35,43.35,5.9,0.8707,Europe
2017-01,Hulu,Streaming,22.35,43.35,5.9,0.8707,APAC
2017-02,Hulu,Streaming,23.8,38.56,5.7,0.8421,North America
02/2017,Hulu,Streaming,23.8,38.56,5.7,0.8421,Europe
2017-02,Hulu,Streaming,23.8,38.56,5.7,0.8421,APAC
2017-03,Hulu,Streaming,19.27,38.85,6.5,0.8632,North America
03/2017,Hulu,Streaming,19.27,38.85,6.5,0.8632,Europe
2017-03,Hulu,Streaming,19.27,38.85,6.5,0.8632,APAC
04/2017,Hulu,Streaming,22.65,39.29,5.3,0.8718,North America
2017-04,Hulu,Streaming,22.65,39.29,5.3,0.8718,Europe
2017-04,Hulu,Streaming,22.65,39.29,5.3,87.2%,APAC
2017-05,Hulu,Streaming,22.59,41.44,6.3,0.8492,North America
2017-05,Hulu,Streaming,22.59,41.44,6.3,0.8492,Europe
05/2017,Hulu,Streaming,22.59,41.44,6.3,0.8492,APAC
2017-06,Hulu,Streaming,22.83,39.24,6.7,0.8708,North America
06/2017,Hulu,Streaming,22.83,39.24,6.7,0.8708,Europe
2017-06,Hulu,Streaming,22.83,39.24,6.7,0.8708,APAC
2017-07,Hulu,Streaming,22.67,40.75,5.7,0.8604,North America
2017-07,Hulu,Streaming,22.67,40.75,5.7,0.8604,Europe
2017-07,Hulu,Streaming,22.67,40.75,5.7,0.8604,APAC
2017-08,Hulu,Streaming,23.73,38.71,5.9,0.8662,North America
2017-08,Hulu,Streaming,23.73,38.71,5.9,0.8662,Europe
2017-08,Hulu,Streaming,23.73,38.71,5.9,0.8662,APAC
2017-09,Hulu,Streaming,23.28,41.27,5.8,0.8764,North America
2017-09,Hulu,Streaming,23.28,41.27,5.8,0.8764,Europe
2017-09,Hulu,Streaming,23.28,41.27,5.8,0.8764,APAC
2017-10,Hulu,Streaming,22.24,38.82,6.1,0.8621,North America
2017-10,Hulu,Streaming,22.24,38.82,6.1,0.8621,Europe
10/2017,Hulu,Streaming,22.24,38.82,6.1,0.8621,APAC
2017-11,Hulu,Streaming,23.86,39.11,6.4,0.8757,North America
2017-11,Hulu,Streaming,23.86,39.11,6.4,0.8757,Europe
2017-11,Hulu,Streaming,23.86,39.11,6.4,0.8757,APAC
2017-12,Hulu,Streaming,23.42,44.88,5.6,0.8598,North America
2017-12,Hulu,Streaming,23.42,44.88,5.6,0.8598,Europe
2017-12,Hulu,Streaming,23.42,44.88,5.6,0.8598,APAC
2018-01,Hulu,Streaming,20.21,44.29,6.0,0.8745,North America
2018-01,Hulu,Streaming,20.21,44.29,6.0,0.8745,Europe
2018-01,Hulu,Streaming,20.21,44.29,6.0,0.8745,APAC
2018-02,Hulu,Streaming,23.38,39.22,6.0,89.3%,North America
2018-02,Hulu,Streaming,23.38,39.22,6.0,0.893,Europe
2018-02,Hulu,Streaming,23.38,39.22,6.0,89.3%,APAC
2018-03,Hulu,Streaming,23.2,43.1,6.1,0.8738,North America
2018-03,Hulu,Streaming,23.2,43.1,6.1,0.8738,Europe
2018-03,Hulu,Streaming,23.2,43.1,6.1,0.8738,APAC
2018-04,Hulu,Streaming,21.93,42.77,6.4,0.8883,North America
2018-04,Hulu,Streaming,21.93,42.77,6.4,0.8883,Europe
2018-04,Hulu,Streaming,21.93,42.77,6.4,88.8%,APAC
2018-05,Hulu,Streaming,25.59,40.98,6.0,86.0%,North America
2018-05,Hulu,Streaming,25.59,40.98,6.0,0.8601,Europe
2018-05,Hulu,Streaming,25.59,40.98,6.0,0.8601,APAC
2018-06,Hulu,Streaming,23.36,44.36,6.5,0.8536,North America
2018-06,Hulu,Streaming,23.36,44.36,6.5,0.8536,Europe
06/2018,Hulu,Streaming,23.36,44.36,6.5,0.8536,APAC
2018-07,Hulu,Streaming,23.12,41.5,5.5,0.8609,North America
2018-07,Hulu,Streaming,23.12,41.5,5.5,0.8609,Europe
2018-07,Hulu,Streaming,23.12,41.5,5.5,0.8609,APAC
08/2018,Hulu,Streaming,24.67,42.67,5.6,0.8586,North America
08/2018,Hulu,Streaming,24.67,42.67,5.6,0.8586,Europe
2018-08,Hulu,Streaming,24.67,42.67,5.6,0.8586,APAC
2018-09,Hulu,Streaming,23.02,46.04,5.5,86.9%,North America
2018-09,Hulu,Streaming,23.02,46.04,5.5,0.8694,Europe
2018-09,Hulu,Streaming,23.02,46.04,5.5,0.8694,APAC
10/2018,Hulu,Streaming,23.23,42.33,6.0,0.8455,North America
2018-10,Hulu,Streaming,23.23,42.33,6.0,0.8455,Europe
10/2018,Hulu,Streaming,23.23,42.33,6.0,0.8455,APAC
11/2018,Hulu,Streaming,23.33,44.44,6.3,0.8915,North America
2018-11,Hulu,Streaming,23.33,44.44,6.3,0.8915,Europe
2018-11,Hulu,Streaming,23.33,44.44,6.3,0.8915,APAC
2018-12,Hulu,Streaming,23.36,41.01,6.0,89.9%,North America
2018-12,Hulu,Streaming,23.36,41.01,6.0,89.9%,Europe
2018-12,Hulu,Streaming,23.36,41.01,6.0,0.8992,APAC
2019-01,Hulu,Streaming,23.86,43.35,6.0,87.6%,North America
2019-01,Hulu,Streaming,23.86,43.35,6.0,0.876,Europe
2019-01,Hulu,Streaming,23.86,43.35,6.0,0.876,APAC
02/2019,Hulu,Streaming,23.06,42.48,5.8,0.8742,North America
2019-02,Hulu,Streaming,23.06,42.48,5.8,0.8742,Europe
2019-02,Hulu,Streaming,23.06,42.48,5.8,0.8742,APAC
2019-03,Hulu,Streaming,22.93,43.96,6.5,87.2%,North America
2019-03,Hulu,Streaming,22.93,43.96,6.5,0.8725,Europe
2019-03,Hulu,Streaming,22.93,43.96,6.5,0.8725,APAC
2019-04,Hulu,Streaming,20.1,46.11,5.4,88.8%,North America
2019-04,Hulu,Streaming,20.1,46.11,5.4,0.888,Europe
04/2019,Hulu,Streaming,20.1,46.11,5.4,0.888,APAC
05/2019,Hulu,Streaming,23.65,43.36,5.8,0.8619,North America
2019-05,Hulu,Streaming,23.65,43.36,5.8,0.8619,Europe
2019-05,Hulu,Streaming,23.65,43.36,5.8,0.8619,APAC
06/2019,Hulu,Streaming,22.57,47.78,6.4,0.8859,North America
06/2019,Hulu,Streaming,22.57,47.78,6.4,0.8859,Europe
06/2019,Hulu,Streaming,22.57,47.78,6.4,88.6%,APAC
2019-07,Hulu,Streaming,25.4,42.19,6.1,87.2%,North America
2019-07,Hulu,Streaming,25.4,42.19,6.1,87.2%,Europe
07/2019,Hulu,Streaming,25.4,42.19,6.1,0.8718,APAC
2019-08,Hulu,Streaming,22.57,46.05,5.9,0.8751,North America
2019-08,Hulu,Streaming,22.57,46.05,5.9,87.5%,Europe
2019-08,Hulu,Streaming,22.57,46.05,5.9,0.8751,APAC
2019-09,Hulu,Streaming,25.55,45.69,6.3,0.8744,North America
2019-09,Hulu,Streaming,25.55,45.69,6.3,0.8744,Europe
09/2019,Hulu,Streaming,25.55,45.69,6.3,0.8744,APAC
2019-10,Hulu,Streaming,22.94,46.21,5.9,88.4%,North America
2019-10,Hulu,Streaming,22.94,46.21,5.9,0.8844,Europe
2019-10,Hulu,Streaming,22.94,46.21,5.9,0.8844,APAC
2019-11,Hulu,Streaming,25.13,42.65,5.9,88.8%,North America
2019-11,Hulu,Streaming,25.13,42.65,5.9,0.8882,Europe
2019-11,Hulu,Streaming,25.13,42.65,5.9,0.8882,APAC
2019-12,Hulu,Streaming,23.94,47.42,5.6,87.2%,North America
12/2019,Hulu,Streaming,23.94,47.42,5.6,0.8725,Europe
12/2019,Hulu,Streaming,23.94,47.42,5.6,0.8725,APAC
2020-01,Hulu,Streaming,22.47,46.71,6.5,0.8672,North America
2020-01,Hulu,Streaming,22.47,46.71,6.5,0.8672,Europe
2020-01,Hulu,Streaming,22.47,46.71,6.5,0.8672,APAC
2020-02,Hulu,Streaming,21.76,49.07,6.0,88.3%,North America
2020-02,Hulu,Streaming,21.76,49.07,6.0,0.8826,Europe
2020-02,Hulu,Streaming,21.76,49.07,6.0,0.8826,APAC
2020-03,Hulu,Streaming,24.14,46.65,6.3,0.8806,North America
2020-03,Hulu,Streaming,24.14,46.65,6.3,0.8806,Europe
2020-03,Hulu,Streaming,24.14,46.65,6.3,0.8806,APAC
2020-04,Hulu,Streaming,25.21,46.33,6.0,87.8%,North America
2020-04,Hulu,Streaming,25.21,46.33,6.0,0.8779,Europe
2020-04,Hulu,Streaming,25.21,46.33,6.0,87.8%,APAC
2020-05,Hulu,Streaming,25.58,42.78,6.2,86.9%,North America
2020-05,Hulu,Streaming,25.58,42.78,6.2,86.9%,Europe
05/2020,Hulu,Streaming,25.58,42.78,6.2,0.8685,APAC
2020-06,Hulu,Streaming,25.46,46.01,6.1,0.8827,North America
2020-06,Hulu,Streaming,25.46,46.01,6.1,0.8827,Europe
2020-06,Hulu,Streaming,25.46,46.01,6.1,88.3%,APAC
2020-07,Hulu,Streaming,24.47,44.99,5.7,0.885,North America
2020-07,Hulu,Streaming,24.47,44.99,5.7,0.885,Europe
2020-07,Hulu,Streaming,24.47,44.99,5.7,0.885,APAC
2020-08,Hulu,Streaming,25.97,43.32,6.1,0.8938,North America
2020-08,Hulu,Streaming,25.97,43.32,6.1,0.8938,Europe
2020-08,Hulu,Streaming,25.97,43.32,6.1,0.8938,APAC
09/2020,Hulu,Streaming,25.82,48.87,6.3,0.9007,North America
2020-09,Hulu,Streaming,25.82,48.87,6.3,0.9007,Europe
2020-09,Hulu,Streaming,25.82,48.87,6.3,0.9007,APAC
2020-10,Hulu,Streaming,22.76,44.52,6.0,0.8783,North America
2020-10,Hulu,Streaming,22.76,44.52,6.0,0.8783,Europe
2020-10,Hulu,Streaming,22.76,44.52,6.0,87.8%,APAC
2020-11,Hulu,Streaming,26.38,45.8,5.8,0.8869,North America
2020-11,Hulu,Streaming,26.38,45.8,5.8,88.7%,Europe
2020-11,Hulu,Streaming,26.38,45.8,5.8,0.8869,APAC
2020-12,Hulu,Streaming,24.76,44.61,5.6,87.6%,North America
2020-12,Hulu,Streaming,24.76,44.61,5.6,0.8763,Europe
2020-12,Hulu,Streaming,24.76,44.61,5.6,87.6%,APAC
2021-01,Hulu,Streaming,24.3,49.71,6.8,87.7%,North America
2021-01,Hulu,Streaming,24.3,49.71,6.8,0.8765,Europe
2021-01,Hulu,Streaming,24.3,49.71,6.8,0.8765,APAC
2021-02,Hulu,Streaming,26.58,48.14,6.2,0.8779,North America
2021-02,Hulu,Streaming,26.58,48.14,6.2,0.8779,Europe
02/2021,Hulu,Streaming,26.58,48.14,6.2,87.8%,APAC
2021-03,Hulu,Streaming,25.06,48.19,6.0,0.9126,North America
2021-03,Hulu,Streaming,25.06,48.19,6.0,0.9126,Europe
2021-03,Hulu,Streaming,25.06,48.19,6.0,0.9126,APAC
2021-04,Hulu,Streaming,27.72,46.72,6.5,0.8872,North America
2021-04,Hulu,Streaming,27.72,46.72,6.5,88.7%,Europe
2021-04,Hulu,Streaming,27.72,46.72,6.5,0.8872,APAC
2021-05,Hulu,Streaming,25.14,51.92,5.8,0.8951,North America
2021-05,Hulu,Streaming,25.14,51.92,5.8,89.5%,Europe
2021-05,Hulu,Streaming,25.14,51.92,5.8,0.8951,APAC
06/2021,Hulu,Streaming,27.11,50.42,5.5,0.8947,North America
2021-06,Hulu,Streaming,27.11,50.42,5.5,89.5%,Europe
2021-06,Hulu,Streaming,27.11,50.42,5.5,0.8947,APAC
07/2021,Hulu,Streaming,25.15,48.15,6.2,0.8883,North America
2021-07,Hulu,Streaming,25.15,48.15,6.2,0.8883,Europe
2021-07,Hulu,Streaming,25.15,48.15,6.2,0.8883,APAC
2021-08,Hulu,Streaming,26.59,46.15,6.2,0.8933,North America
08/2021,Hulu,Streaming,26.59,46.15,6.2,0.8933,Europe
08/2021,Hulu,Streaming,26.59,46.15,6.2,89.3%,APAC
2021-09,Hulu,Streaming,27.24,51.16,6.1,0.8983,North America
2021-09,Hulu,Streaming,27.24,51.16,6.1,0.8983,Europe
2021-09,Hulu,Streaming,27.24,51.16,6.1,0.8983,APAC
10/2021,Hulu,Streaming,26.37,45.85,6.1,89.5%,North America
2021-10,Hulu,Streaming,26.37,45.85,6.1,0.8948,Europe
2021-10,Hulu,Streaming,26.37,45.85,6.1,0.8948,APAC
2021-11,Hulu,Streaming,26.97,46.8,6.3,88.0%,North America
2021-11,Hulu,Streaming,26.97,46.8,6.3,0.8802,Europe
2021-11,Hulu,Streaming,26.97,46.8,6.3,0.8802,APAC
2021-12,Hulu,Streaming,26.58,50.89,6.0,0.8918,North America
2021-12,Hulu,Streaming,26.58,50.89,6.0,0.8918,Europe
2021-12,Hulu,Streaming,26.58,50.89,6.0,0.8918,APAC
01/2022,Hulu,Streaming,28.13,48.67,5.9,0.893,North America
2022-01,Hulu,Streaming,28.13,48.67,5.9,0.893,Europe
2022-01,Hulu,Streaming,28.13,48.67,5.9,0.893,APAC
2022-02,Hulu,Streaming,26.15,49.26,5.9,0.8947,North America
02/2022,Hulu,Streaming,26.15,49.26,5.9,89.5%,Europe
2022-02,Hulu,Streaming,26.15,49.26,5.9,0.8947,APAC
2022-03,Hulu,Streaming,28.76,48.26,5.9,89.1%,North America
2022-03,Hulu,Streaming,28.76,48.26,5.9,0.8911,Europe
2022-03,Hulu,Streaming,28.76,48.26,5.9,0.8911,APAC
2022-04,Hulu,Streaming,29.13,50.62,5.6,0.9038,North America
2022-04,Hulu,Streaming,29.13,50.62,5.6,0.9038,Europe
2022-04,Hulu,Streaming,29.13,50.62,5.6,0.9038,APAC
2022-05,Hulu,Streaming,27.44,52.18,6.3,89.5%,North America
05/2022,Hulu,Streaming,27.44,52.18,6.3,0.8948,Europe
2022-05,Hulu,Streaming,27.44,52.18,6.3,0.8948,APAC
06/2022,Hulu,Streaming,26.34,53.39,5.9,0.9175,North America
2022-06,Hulu,Streaming,26.34,53.39,5.9,0.9175,Europe
06/2022,Hulu,Streaming,26.34,53.39,5.9,0.9175,APAC
07/2022,Hulu,Streaming,26.53,53.66,5.8,0.9108,North America
2022-07,Hulu,Streaming,26.53,53.66,5.8,0.9108,Europe
2022-07,Hulu,Streaming,26.53,53.66,5.8,0.9108,APAC
2022-08,Hulu,Streaming,26.65,50.36,5.7,0.8821,North America
2022-08,Hulu,Streaming,26.65,50.36,5.7,0.8821,Europe
2022-08,Hulu,Streaming,26.65,50.36,5.7,0.8821,APAC
2022-09,Hulu,Streaming,25.85,49.56,6.1,0.8957,North America
2022-09,Hulu,Streaming,25.85,49.56,6.1,89.6%,Europe
09/2022,Hulu,Streaming,25.85,49.56,6.1,0.8957,APAC
2022-10,Hulu,Streaming,29.77,49.28,5.9,0.9063,North America
2022-10,Hulu,Streaming,29.77,49.28,5.9,90.6%,Europe
2022-10,Hulu,Streaming,29.77,49.28,5.9,0.9063,APAC
2022-11,Hulu,Streaming,27.45,52.8,6.1,0.8858,North America
2022-11,Hulu,Streaming,27.45,52.8,6.1,0.8858,Europe
2022-11,Hulu,Streaming,27.45,52.8,6.1,0.8858,APAC
2022-12,Hulu,Streaming,27.85,52.61,6.7,0.9004,North America
2022-12,Hulu,Streaming,27.85,52.61,6.7,0.9004,Europe
12/2022,Hulu,Streaming,27.85,52.61,6.7,90.0%,APAC
2023-01,Hulu,Streaming,26.72,50.74,5.8,0.8918,North America
2023-01,Hulu,Streaming,26.72,50.74,5.8,0.8918,Europe
2023-01,Hulu,Streaming,26.72,50.74,5.8,0.8918,APAC
2023-02,Hulu,Streaming,26.8,54.35,5.8,0.9127,North America
02/2023,Hulu,Streaming,26.8,54.35,5.8,0.9127,Europe
2023-02,Hulu,Streaming,26.8,54.35,5.8,0.9127,APAC
2023-03,Hulu,Streaming,26.59,53.09,6.2,0.8935,North America
2023-03,Hulu,Streaming,26.59,53.09,6.2,0.8935,Europe
2023-03,Hulu,Streaming,26.59,53.09,6.2,0.8935,APAC
2023-04,Hulu,Streaming,28.22,49.29,6.5,0.915,North America
2023-04,Hulu,Streaming,28.22,49.29,6.5,0.915,Europe
2023-04,Hulu,Streaming,28.22,49.29,6.5,0.915,APAC
2023-05,Hulu,Streaming,27.08,51.72,6.1,0.9029,North America
2023-05,Hulu,Streaming,27.08,51.72,6.1,0.9029,Europe
2023-05,Hulu,Streaming,27.08,51.72,6.1,0.9029,APAC
2023-06,Hulu,Streaming,29.07,56.7,5.8,0.8987,North America
2023-06,Hulu,Streaming,29.07,56.7,5.8,89.9%,Europe
06/2023,Hulu,Streaming,29.07,56.7,5.8,0.8987,APAC
07/2023,Hulu,Streaming,26.09,51.39,6.5,0.9007,North America
2023-07,Hulu,Streaming,26.09,51.39,6.5,0.9007,Europe
07/2023,Hulu,Streaming,26.09,51.39,6.5,0.9007,APAC
2023-08,Hulu,Streaming,27.46,53.47,6.4,90.1%,North America
2023-08,Hulu,Streaming,27.46,53.47,6.4,90.1%,Europe
2023-08,Hulu,Streaming,27.46,53.47,6.4,0.9013,APAC
2023-09,Hulu,Streaming,32.11,52.14,6.3,89.7%,North America
2023-09,Hulu,Streaming,32.11,52.14,6.3,0.8971,Europe
2023-09,Hulu,Streaming,32.11,52.14,6.3,0.8971,APAC
2023-10,Hulu,Streaming,29.42,57.07,5.9,0.9083,North America
2023-10,Hulu,Streaming,29.42,57.07,5.9,0.9083,Europe
2023-10,Hulu,Streaming,29.42,57.07,5.9,0.9083,APAC
2023-11,Hulu,Streaming,29.37,55.77,6.2,0.9112,North America
2023-11,Hulu,Streaming,29.37,55.77,6.2,0.9112,Europe
2023-11,Hulu,Streaming,29.37,55.77,6.2,0.9112,APAC
2023-12,Hulu,Streaming,30.16,56.06,6.2,0.9173,North America
2023-12,Hulu,Streaming,30.16,56.06,6.2,0.9173,Europe
2023-12,Hulu,Streaming,30.16,56.06,6.2,0.9173,APAC
2024-01,Hulu,Streaming,28.39,54.19,5.8,91.6%,North America
2024-01,Hulu,Streaming,28.39,54.19,5.8,0.9161,Europe
2024-01,Hulu,Streaming,28.39,54.19,5.8,0.9161,APAC
02/2024,Hulu,Streaming,29.27,53.29,6.4,0.9048,North America
2024-02,Hulu,Streaming,29.27,53.29,6.4,0.9048,Europe
2024-02,Hulu,Streaming,29.27,53.29,6.4,0.9048,APAC
2024-03,Hulu,Streaming,29.09,54.34,6.2,89.1%,North America
2024-03,Hulu,Streaming,29.09,54.34,6.2,0.8914,Europe
2024-03,Hulu,Streaming,29.09,54.34,6.2,0.8914,APAC
2024-04,Hulu,Streaming,29.85,58.75,6.1,90.2%,North America
04/2024,Hulu,Streaming,29.85,58.75,6.1,0.9024,Europe
2024-04,Hulu,Streaming,29.85,58.75,6.1,0.9024,APAC
2024-05,Hulu,Streaming,29.33,57.75,6.1,90.5%,North America
2024-05,Hulu,Streaming,29.33,57.75,6.1,0.905,Europe
2024-05,Hulu,Streaming,29.33,57.75,6.1,0.905,APAC
06/2024,Hulu,Streaming,29.95,55.15,6.1,0.902,North America
2024-06,Hulu,Streaming,29.95,55.15,6.1,0.902,Europe
06/2024,Hulu,Streaming,29.95,55.15,6.1,0.902,APAC
2024-07,Hulu,Streaming,30.73,52.9,5.8,90.8%,North America
07/2024,Hulu,Streaming,30.73,52.9,5.8,0.9083,Europe
2024-07,Hulu,Streaming,30.73,52.9,5.8,0.9083,APAC
2024-08,Hulu,Streaming,30.99,52.08,6.1,0.9019,North America
08/2024,Hulu,Streaming,30.99,52.08,6.1,0.9019,Europe
2024-08,Hulu,Streaming,30.99,52.08,6.1,90.2%,APAC
2024-09,Hulu,Streaming,31.63,55.17,6.6,0.9024,North America
2024-09,Hulu,Streaming,31.63,55.17,6.6,90.2%,Europe
2024-09,Hulu,Streaming,31.63,55.17,6.6,0.9024,APAC
10/2024,Hulu,Streaming,27.19,51.08,5.8,0.9129,North America
2024-10,Hulu,Streaming,27.19,51.08,5.8,91.3%,Europe
2024-10,Hulu,Streaming,27.19,51.08,5.8,0.9129,APAC
2024-11,Hulu,Streaming,27.91,57.07,5.8,0.9114,North America
2024-11,Hulu,Streaming,27.91,57.07,5.8,91.1%,Europe
2024-11,Hulu,Streaming,27.91,57.07,5.8,91.1%,APAC
2024-12,Hulu,Streaming,27.6,57.57,6.0,0.916,North America
2024-12,Hulu,Streaming,27.6,57.57,6.0,0.916,Europe
2024-12,Hulu,Streaming,27.6,57.57,6.0,0.916,APAC
2015-01,Amazon Prime Video,Streaming,24.77,42.86,4.8,0.8547,North America
01/2015,Amazon Prime Video,Streaming,24.77,42.86,4.8,0.8547,Europe
2015-01,Amazon Prime Video,Streaming,24.77,42.86,4.8,0.8547,APAC
2015-02,Amazon Prime Video,Streaming,22.02,45.71,5.1,0.8681,North America
2015-02,Amazon Prime Video,Streaming,22.02,45.71,5.1,86.8%,Europe
2015-02,Amazon Prime Video,Streaming,22.02,45.71,5.1,0.8681,APAC
2015-04,Amazon Prime Video,Streaming,20.39,48.56,5.3,0.8707,North America
2015-04,Amazon Prime Video,Streaming,20.39,48.56,5.3,0.8707,Europe
04/2015,Amazon Prime Video,Streaming,20.39,48.56,5.3,0.8707,APAC
2015-05,Amazon Prime Video,Streaming,22.87,46.81,5.1,87.8%,North America
2015-05,Amazon Prime Video,Streaming,22.87,46.81,5.1,87.8%,Europe
2015-05,Amazon Prime Video,Streaming,22.87,46.81,5.1,0.8777,APAC
2015-06,Amazon Prime Video,Streaming,23.4,48.78,5.2,0.8745,North America
2015-06,Amazon Prime Video,Streaming,23.4,48.78,5.2,0.8745,Europe
2015-06,Amazon Prime Video,Streaming,23.4,48.78,5.2,0.8745,APAC
2015-07,Amazon Prime Video,Streaming,22.39,49.23,5.5,0.8662,North America
2015-07,Amazon Prime Video,Streaming,22.39,49.23,5.5,86.6%,Europe
2015-07,Amazon Prime Video,Streaming,22.39,49.23,5.5,0.8662,APAC
2015-08,Amazon Prime Video,Streaming,22.56,43.71,4.8,0.8748,North America
2015-08,Amazon Prime Video,Streaming,22.56,43.71,4.8,0.8748,Europe
2015-08,Amazon Prime Video,Streaming,22.56,43.71,4.8,0.8748,APAC
2015-09,Amazon Prime Video,Streaming,23.96,45.49,4.5,0.8695,North America
2015-09,Amazon Prime Video,Streaming,23.96,45.49,4.5,0.8695,Europe
09/2015,Amazon Prime Video,Streaming,23.96,45.49,4.5,0.8695,APAC
2015-10,Amazon Prime Video,Streaming,22.11,42.18,5.2,0.8587,North America
2015-10,Amazon Prime Video,Streaming,22.11,42.18,5.2,85.9%,Europe
2015-10,Amazon Prime Video,Streaming,22.11,42.18,5.2,0.8587,APAC
2015-11,Amazon Prime Video,Streaming,24.06,48.1,5.0,0.8653,North America
2015-11,Amazon Prime Video,Streaming,24.06,48.1,5.0,0.8653,Europe
11/2015,Amazon Prime Video,Streaming,24.06,48.1,5.0,0.8653,APAC
2015-12,Amazon Prime Video,Streaming,22.96,45.16,5.2,0.8905,North America
2015-12,Amazon Prime Video,Streaming,22.96,45.16,5.2,0.8905,Europe
2015-12,Amazon Prime Video,Streaming,22.96,45.16,5.2,89.1%,APAC
2016-01,Amazon Prime Video,Streaming,22.72,47.75,4.5,0.8781,North America
2016-01,Amazon Prime Video,Streaming,22.72,47.75,4.5,0.8781,Europe
2016-01,Amazon Prime Video,Streaming,22.72,47.75,4.5,87.8%,APAC
2016-02,Amazon Prime Video,Streaming,22.77,46.56,4.9,0.8665,North America
02/2016,Amazon Prime Video,Streaming,22.77,46.56,4.9,86.6%,Europe
2016-02,Amazon Prime Video,Streaming,22.77,46.56,4.9,0.8665,APAC
2016-03,Amazon Prime Video,Streaming,25.93,49.43,5.1,0.8713,North America
2016-03,Amazon Prime Video,Streaming,25.93,49.43,5.1,0.8713,Europe
2016-03,Amazon Prime Video,Streaming,25.93,49.43,5.1,0.8713,APAC
2016-04,Amazon Prime Video,Streaming,25.42,50.22,4.8,0.8781,North America
2016-04,Amazon Prime Video,Streaming,25.42,50.22,4.8,0.8781,Europe
2016-04,Amazon Prime Video,Streaming,25.42,50.22,4.8,0.8781,APAC
05/2016,Amazon Prime Video,Streaming,24.46,49.39,5.2,0.887,North America
2016-05,Amazon Prime Video,Streaming,24.46,49.39,5.2,0.887,Europe
2016-05,Amazon Prime Video,Streaming,24.46,49.39,5.2,0.887,APAC
2016-06,Amazon Prime Video,Streaming,25.07,47.75,5.0,0.8917,North America
2016-06,Amazon Prime Video,Streaming,25.07,47.75,5.0,0.8917,Europe
2016-06,Amazon Prime Video,Streaming,25.07,47.75,5.0,0.8917,APAC
07/2016,Amazon Prime Video,Streaming,26.7,47.67,5.0,0.8964,North America
2016-07,Amazon Prime Video,Streaming,26.7,47.67,5.0,0.8964,Europe
2016-07,Amazon Prime Video,Streaming,26.7,47.67,5.0,89.6%,APAC
2016-08,Amazon Prime Video,Streaming,22.69,48.31,5.1,0.8763,North America
2016-08,Amazon Prime Video,Streaming,22.69,48.31,5.1,0.8763,Europe
08/2016,Amazon Prime Video,Streaming,22.69,48.31,5.1,0.8763,APAC
2016-09,Amazon Prime Video,Streaming,24.54,48.35,5.5,0.8798,North America
2016-09,Amazon Prime Video,Streaming,24.54,48.35,5.5,0.8798,Europe
2016-09,Amazon Prime Video,Streaming,24.54,48.35,5.5,0.8798,APAC
2016-10,Amazon Prime Video,Streaming,26.44,50.6,5.0,88.1%,North America
2016-10,Amazon Prime Video,Streaming,26.44,50.6,5.0,88.1%,Europe
2016-10,Amazon Prime Video,Streaming,26.44,50.6,5.0,88.1%,APAC
