survey_year,respondent_id,switched_from,switched_to,primary_switch_reason,secondary_switch_reason,age_group,region,household_income_bracket,satisfaction_score
2021,11234,Cable,Paramount+,Content Selection,Device Availability,18-24,Midwest,$75K-$150K,3.0
2021,11459,broadcast tv,Paramount+,Device Availability,Device Availability,25-34,South,>$150K,5.0
2021,10157,broadcast tv,Peacock,Price,Recommendation,45-54,South,<$35K,10.0
2021,10137,newspaper,Max,Content Selection,Convenience,25-34,Midwest,$75K-$150K,8.0
2021,11582,Cable television,Apple TV+,Convenience,,45-54,South,$75K-$150K,10.0
2021,10207,Cable television,Amazon Prime Video,Recommendation,,18-24,South,>$150K,3.0
2021,10551,cable tv,Apple TV+,Bundling,Price,35-44,Midwest,>$150K,
2021,11673,Satellite Radio,Amazon Prime Video,Convenience,Content Selection,55+,South,>$150K,7.0
2021,10366,SiriusXM,YouTube,Convenience,Content Selection,25-34,Northeast,$75K-$150K,7.0
2021,11093,satellite radio,YouTube,Content Selection,,55+,Midwest,<$35K,5.0
2021,10254,Print Media,Paramount+,Content Selection,,45-54,South,>$150K,8.53
2021,11595,CABLE TV,Disney+,Content Selection,Price,25-34,West,>$150K,4.0
2021,10947,Broadcast,Amazon Prime Video,Device Availability,Convenience,18-24,Northeast,$75K-$150K,
2021,11133,Satellite Radio,Max,Device Availability,,45-54,South,<$35K,6.0
2021,11558,newspaper,Amazon Prime Video,Price,,35-44,South,<$35K,8.0
2021,10755,Newspaper,Apple TV+,Price,Bundling,25-34,Midwest,<$35K,5.0
2021,11481,Satellite Radio,Hulu,Device Availability,,35-44,South,$35K-$75K,7.54
2021,10312,Cable,Amazon Prime Video,Content Selection,Convenience,45-54,Northeast,>$150K,7.0
2021,11092,cable tv,Peacock,Content Selection,,25-34,West,>$150K,
2021,11909,Broadcast,Peacock,Price,Content Selection,25-34,Northeast,$35K-$75K,5.15
2021,10382,newspaper,Spotify,Bundling,,55+,Midwest,>$150K,8.0
2021,10503,Broadcast,Paramount+,Recommendation,Recommendation,35-44,Midwest,$75K-$150K,4.0
2021,11611,cable tv,Peacock,Bundling,,18-24,Northeast,$35K-$75K,4.26
2021,10017,Print,Spotify,Recommendation,Device Availability,55+,South,<$35K,4.57
2021,10666,newspaper,YouTube,Bundling,,25-34,Northeast,$75K-$150K,6.55
2021,11751,CABLE TV,Disney+,Content Selection,Recommendation,25-34,South,$35K-$75K,7.0
2021,10351,Broadcast TV,Apple TV+,Recommendation,Convenience,35-44,Northeast,<$35K,6.0
2021,11569,Print,Netflix,Price,Device Availability,55+,Northeast,<$35K,6.0
2021,10557,Print Media,Netflix,Device Availability,,55+,Northeast,$35K-$75K,5.0
2021,11051,satellite radio,Max,Convenience,Bundling,25-34,West,$75K-$150K,
2021,11665,cable tv,Spotify,Bundling,,35-44,West,>$150K,
2021,10042,Broadcast TV,Netflix,Bundling,Device Availability,35-44,South,>$150K,6.0
2021,11025,Network TV,Peacock,Bundling,Recommendation,25-34,Midwest,$35K-$75K,8.0
2021,11033,cable tv,Disney+,Bundling,Price,55+,Northeast,>$150K,8.0
2021,10116,satellite radio,Netflix,Bundling,,55+,South,$35K-$75K,
2021,10806,Cable TV,Hulu,Recommendation,Bundling,18-24,Northeast,$75K-$150K,5.82
2021,10276,Newspaper,Amazon Prime Video,Bundling,Device Availability,25-34,Northeast,>$150K,5.81
2021,10342,Cable television,YouTube,Device Availability,Content Selection,55+,Midwest,>$150K,7.0
2021,10099,CABLE TV,Peacock,Content Selection,Convenience,18-24,West,<$35K,7.15
2021,10960,Newspaper,Disney+,Convenience,,35-44,Midwest,<$35K,8.0
2021,10319,Broadcast,Max,Content Selection,,18-24,Northeast,>$150K,10.0
2021,11733,cable tv,Spotify,Bundling,,55+,Northeast,$35K-$75K,7.0
2021,10270,cable tv,Apple TV+,Device Availability,,45-54,Northeast,$75K-$150K,
2021,10495,Satellite Radio,Max,Content Selection,Content Selection,25-34,Midwest,$35K-$75K,7.0
2021,11764,Broadcast,Disney+,Price,Device Availability,55+,West,>$150K,6.0
2021,11247,Broadcast,Amazon Prime Video,Bundling,Device Availability,25-34,West,$35K-$75K,8.51
2021,11708,Broadcast TV,Hulu,Price,,55+,West,$75K-$150K,8.74
2021,10752,Newspaper,Spotify,Device Availability,,18-24,Northeast,$35K-$75K,7.0
2021,11175,Network TV,Hulu,Bundling,Bundling,55+,Northeast,$35K-$75K,7.0
2021,10571,SiriusXM,Max,Device Availability,Bundling,18-24,West,<$35K,9.0
2021,10931,Broadcast TV,Hulu,Convenience,,18-24,Midwest,<$35K,4.97
2021,10358,Network TV,Apple TV+,Price,,45-54,South,$35K-$75K,7.0
2021,11454,Cable,Paramount+,Convenience,Recommendation,18-24,Northeast,$75K-$150K,6.0
2021,10225,Print Media,Disney+,Bundling,,18-24,Midwest,<$35K,7.0
2021,11461,Broadcast TV,Spotify,Device Availability,Device Availability,25-34,West,<$35K,5.0
2021,10508,Print,Spotify,Content Selection,Recommendation,55+,Northeast,<$35K,
2021,10331,print media,Hulu,Content Selection,,35-44,Midwest,$75K-$150K,
2021,11310,Broadcast,Peacock,Bundling,Device Availability,45-54,West,$35K-$75K,3.06
2021,11241,Print,Amazon Prime Video,Convenience,,18-24,West,$35K-$75K,3.23
2021,11545,newspaper,Spotify,Content Selection,Content Selection,25-34,Midwest,<$35K,9.0
2021,10086,Satellite Radio,Spotify,Convenience,,55+,Northeast,$75K-$150K,7.68
2021,10772,Cable television,Max,Bundling,,45-54,West,>$150K,9.0
2021,10278,Newspaper,Hulu,Bundling,Bundling,35-44,West,$35K-$75K,5.0
2021,10001,CABLE TV,Max,Bundling,,25-34,South,$35K-$75K,9.47
2021,10588,Newspaper,Peacock,Bundling,,18-24,West,<$35K,9.0
2021,10943,Broadcast TV,Paramount+,Recommendation,,18-24,West,$35K-$75K,7.0
2021,11083,Broadcast,Apple TV+,Device Availability,,35-44,South,$35K-$75K,5.0
2021,11636,cable tv,Netflix,Convenience,,18-24,South,>$150K,5.57
2021,11003,satellite radio,Spotify,Device Availability,Device Availability,35-44,Northeast,>$150K,9.0
2021,11387,Satellite radio,Netflix,Bundling,,45-54,Northeast,$35K-$75K,7.0
2021,11544,Print,Max,Content Selection,,45-54,South,$35K-$75K,4.0
2021,10808,Print Media,Netflix,Price,,25-34,West,$35K-$75K,9.0
2021,11127,Newspaper,Hulu,Price,Recommendation,55+,South,<$35K,6.82
2021,11108,Satellite Radio,Netflix,Price,Price,55+,Midwest,<$35K,6.0
2021,11487,Broadcast,Spotify,Content Selection,,45-54,West,$35K-$75K,
2021,10827,broadcast tv,Max,Price,,45-54,West,$75K-$150K,6.0
2021,11820,Newspaper,Disney+,Bundling,Price,55+,Northeast,>$150K,7.0
2021,10955,Print,Disney+,Bundling,,55+,Northeast,$75K-$150K,10.98
2021,11970,print media,Amazon Prime Video,Recommendation,Content Selection,35-44,Midwest,$35K-$75K,7.0
2021,11325,Network TV,Spotify,Price,,25-34,South,<$35K,7.75
2021,11931,broadcast tv,Disney+,Recommendation,,55+,Midwest,>$150K,7.31
2021,11064,CABLE TV,Max,Convenience,Price,25-34,Midwest,<$35K,8.0
2021,10724,cable tv,Max,Price,Content Selection,35-44,Northeast,>$150K,8.2
2021,11610,Cable television,Paramount+,Device Availability,,25-34,Northeast,<$35K,8.0
2021,11240,Satellite radio,Hulu,Device Availability,Bundling,45-54,South,$75K-$150K,5.0
2021,11182,newspaper,Paramount+,Content Selection,,25-34,South,<$35K,7.0
2021,11471,Cable,YouTube,Recommendation,,18-24,West,>$150K,6.0
2021,11715,Cable television,Netflix,Recommendation,,45-54,South,>$150K,3.55
2021,11534,Newspaper,Spotify,Content Selection,Content Selection,25-34,South,$75K-$150K,6.43
2021,10829,Print Media,Netflix,Convenience,,45-54,Northeast,$75K-$150K,
2021,11539,Satellite radio,Hulu,Bundling,Bundling,45-54,West,<$35K,7.0
2021,10514,Satellite radio,Peacock,Bundling,,35-44,Northeast,$35K-$75K,10.0
2021,11072,print media,Spotify,Recommendation,,55+,Midwest,$75K-$150K,9.68
2021,11918,Satellite Radio,Hulu,Convenience,Device Availability,55+,West,<$35K,6.15
2021,10834,Newspaper,Paramount+,Recommendation,,55+,South,<$35K,5.0
2021,11030,Broadcast TV,YouTube,Price,,45-54,West,>$150K,6.0
2021,11757,Broadcast,Disney+,Convenience,,25-34,West,<$35K,7.0
2021,11023,Satellite Radio,Peacock,Device Availability,Device Availability,25-34,Midwest,<$35K,6.0
2021,10258,Newspaper,Peacock,Device Availability,,45-54,Northeast,<$35K,3.29
2021,11648,print media,Apple TV+,Convenience,Content Selection,55+,West,>$150K,6.0
2021,10074,Cable,Disney+,Device Availability,,55+,Midwest,>$150K,6.14
2021,10423,newspaper,YouTube,Price,Content Selection,35-44,Northeast,$75K-$150K,8.0
2021,10150,cable tv,Peacock,Content Selection,,25-34,West,$35K-$75K,9.61
2021,11228,broadcast tv,Hulu,Content Selection,,55+,Northeast,>$150K,7.0
2021,11724,newspaper,Apple TV+,Price,,45-54,Midwest,$75K-$150K,7.1
2021,10611,Satellite Radio,Spotify,Bundling,Price,45-54,West,$35K-$75K,9.0
2021,10236,Cable TV,Hulu,Convenience,Convenience,18-24,Midwest,$75K-$150K,7.0
2021,11237,Broadcast TV,Amazon Prime Video,Device Availability,Bundling,25-34,West,>$150K,6.0
2021,11851,broadcast tv,Netflix,Price,,35-44,South,<$35K,2.0
2021,10844,cable tv,Disney+,Recommendation,Bundling,18-24,West,<$35K,4.1
2021,10783,Broadcast,Spotify,Bundling,,35-44,West,$35K-$75K,5.0
2021,10769,SiriusXM,Peacock,Price,,55+,West,>$150K,5.39
2021,10613,newspaper,Apple TV+,Device Availability,,35-44,Midwest,>$150K,6.0
2021,10765,broadcast tv,Disney+,Bundling,Bundling,18-24,Northeast,>$150K,7.21
2021,10048,Cable,Max,Convenience,,55+,South,<$35K,6.76
2021,10644,Print,Apple TV+,Convenience,Price,35-44,Midwest,>$150K,8.0
2021,10997,Cable TV,Max,Convenience,Bundling,55+,West,>$150K,7.0
2021,10406,Network TV,Amazon Prime Video,Recommendation,Device Availability,45-54,Midwest,>$150K,7.0
2021,11536,print media,Apple TV+,Convenience,Price,55+,South,$35K-$75K,7.0
2021,10032,Cable,Amazon Prime Video,Price,Bundling,25-34,Northeast,$75K-$150K,6.0
2021,10441,Network TV,Max,Recommendation,Device Availability,55+,West,$75K-$150K,
2021,10891,Cable television,Peacock,Bundling,,45-54,South,$35K-$75K,8.0
2021,11587,broadcast tv,Paramount+,Content Selection,Bundling,18-24,Midwest,$35K-$75K,6.0
2021,11307,Newspaper,Peacock,Device Availability,,18-24,West,<$35K,5.71
2021,10301,Broadcast TV,Paramount+,Device Availability,Recommendation,25-34,South,<$35K,6.45
2021,10921,Satellite radio,Peacock,Content Selection,,45-54,Midwest,<$35K,5.96
2021,11771,cable tv,Amazon Prime Video,Bundling,,55+,South,$75K-$150K,6.0
2021,11209,Network TV,Paramount+,Device Availability,,45-54,South,$35K-$75K,7.0
2021,11618,cable tv,YouTube,Recommendation,,18-24,South,>$150K,5.0
2021,11553,Satellite Radio,Disney+,Bundling,Price,25-34,Northeast,$75K-$150K,7.0
2021,10286,Broadcast TV,Amazon Prime Video,Recommendation,,35-44,South,$35K-$75K,10.67
2021,11329,Satellite Radio,Disney+,Convenience,Device Availability,18-24,South,$35K-$75K,7.0
2021,11625,Newspaper,Spotify,Bundling,,55+,West,$75K-$150K,7.0
2021,10618,Print Media,Spotify,Convenience,Device Availability,55+,West,<$35K,8.0
2021,10811,Cable TV,Max,Convenience,Recommendation,18-24,Midwest,<$35K,3.0
2021,10500,print media,YouTube,Price,Content Selection,55+,South,$75K-$150K,6.39
2021,10291,newspaper,Amazon Prime Video,Price,,25-34,Northeast,>$150K,6.12
2021,10033,SiriusXM,Hulu,Bundling,,25-34,West,<$35K,4.85
2021,11844,Newspaper,Peacock,Recommendation,,25-34,Northeast,<$35K,5.0
2022,11724,newspaper,Paramount+,Convenience,Convenience,55+,Northeast,$75K-$150K,4.0
2022,10035,Broadcast,Amazon Prime Video,Convenience,,18-24,South,$75K-$150K,7.75
2022,10312,Cable TV,Hulu,Bundling,Content Selection,18-24,West,$35K-$75K,8.27
2022,10864,CABLE TV,Netflix,Bundling,Price,35-44,West,<$35K,7.87
2022,11156,Print Media,Netflix,Recommendation,Bundling,18-24,West,>$150K,7.0
2022,11431,Print Media,Apple TV+,Bundling,,45-54,Midwest,$35K-$75K,7.16
2022,11130,Print,Netflix,Bundling,Convenience,55+,Midwest,>$150K,5.1
2022,10662,Cable TV,Apple TV+,Content Selection,,25-34,West,$35K-$75K,8.0
2022,11589,broadcast tv,Peacock,Recommendation,Content Selection,18-24,Midwest,<$35K,3.0
2022,10562,cable tv,Peacock,Recommendation,Convenience,35-44,Northeast,<$35K,6.28
2022,11657,SiriusXM,Hulu,Convenience,Device Availability,35-44,South,<$35K,8.0
2022,10892,Satellite Radio,Apple TV+,Content Selection,,18-24,Midwest,$35K-$75K,
2022,11121,Satellite Radio,YouTube,Convenience,,55+,West,>$150K,7.26
2022,10368,Cable television,YouTube,Recommendation,,45-54,West,$75K-$150K,5.0
2022,10278,print media,Amazon Prime Video,Recommendation,Price,45-54,West,$75K-$150K,7.0
2022,11480,CABLE TV,YouTube,Bundling,Bundling,18-24,West,<$35K,
2022,10702,Print Media,Disney+,Recommendation,,25-34,Northeast,$35K-$75K,5.0
2022,11355,Cable TV,Peacock,Price,,18-24,Midwest,<$35K,7.0
2022,11520,Broadcast TV,Amazon Prime Video,Convenience,,55+,West,$35K-$75K,7.4
2022,11895,newspaper,YouTube,Convenience,,55+,Northeast,<$35K,6.0
2022,11083,Print Media,Spotify,Content Selection,Price,45-54,Midwest,$35K-$75K,5.0
2022,11556,Cable,Netflix,Price,Price,45-54,West,$75K-$150K,5.96
2022,10896,print media,Peacock,Bundling,Bundling,45-54,Northeast,<$35K,9.0
2022,11909,Cable,YouTube,Device Availability,Bundling,25-34,West,>$150K,6.0
2022,10509,Newspaper,Netflix,Convenience,Convenience,25-34,Northeast,$75K-$150K,7.44
2022,10405,Network TV,Spotify,Device Availability,Recommendation,35-44,South,$75K-$150K,6.0
2022,11275,Newspaper,YouTube,Device Availability,,45-54,South,$75K-$150K,4.0
2022,11529,CABLE TV,Peacock,Recommendation,,35-44,West,<$35K,4.0
2022,11494,Cable television,Netflix,Content Selection,,18-24,West,$35K-$75K,9.05
2022,10438,satellite radio,Spotify,Bundling,Bundling,55+,South,$75K-$150K,10.0
2022,10075,Broadcast TV,Peacock,Content Selection,,45-54,West,$35K-$75K,10.0
2022,10601,Broadcast TV,Hulu,Convenience,Price,55+,South,$75K-$150K,7.0
2022,11171,Satellite radio,Amazon Prime Video,Device Availability,Content Selection,25-34,West,>$150K,8.1
2022,10394,CABLE TV,Spotify,Price,Device Availability,18-24,South,$75K-$150K,5.79
2022,10883,Broadcast,Max,Price,,45-54,Midwest,<$35K,9.0
2022,10778,Broadcast TV,Paramount+,Device Availability,,18-24,South,$75K-$150K,5.0
2022,10690,Broadcast TV,Spotify,Bundling,,18-24,West,>$150K,7.0
2022,10426,Broadcast TV,Amazon Prime Video,Convenience,,45-54,West,$75K-$150K,6.0
2022,11098,Broadcast,YouTube,Recommendation,,55+,West,$75K-$150K,8.0
2022,10027,cable tv,YouTube,Convenience,,18-24,Northeast,<$35K,6.0
2022,11352,Satellite Radio,Paramount+,Convenience,Recommendation,18-24,Midwest,<$35K,7.46
2022,10366,newspaper,Spotify,Recommendation,Convenience,25-34,West,$35K-$75K,7.0
2022,10932,Broadcast TV,Peacock,Recommendation,Price,55+,Midwest,$35K-$75K,5.35
2022,11332,Newspaper,Max,Device Availability,,55+,West,>$150K,11.37
2022,11795,Print Media,Disney+,Price,,35-44,Midwest,>$150K,8.0
2022,11362,Cable television,Max,Convenience,,25-34,Northeast,>$150K,5.0
2022,11661,Network TV,Peacock,Content Selection,,25-34,West,$75K-$150K,7.0
2022,10617,Satellite radio,Netflix,Price,,45-54,South,$35K-$75K,6.23
2022,11590,Cable television,Peacock,Recommendation,,45-54,Midwest,>$150K,
2022,11066,Cable TV,Disney+,Convenience,,18-24,Northeast,$75K-$150K,8.0
2022,10212,Print Media,Spotify,Bundling,,18-24,Northeast,<$35K,9.0
2022,10306,Broadcast,Amazon Prime Video,Price,Bundling,35-44,West,<$35K,8.31
2022,11565,Cable television,Max,Content Selection,,45-54,Northeast,$35K-$75K,
2022,11607,Broadcast,Paramount+,Convenience,Convenience,55+,West,<$35K,3.0
2022,10577,print media,Apple TV+,Convenience,,25-34,Midwest,$35K-$75K,8.0
2022,10360,Print Media,Max,Price,Recommendation,35-44,Midwest,$75K-$150K,8.0
2022,10205,print media,Hulu,Price,Content Selection,25-34,West,$75K-$150K,7.0
2022,10184,Satellite Radio,Paramount+,Recommendation,,45-54,South,$35K-$75K,4.0
2022,10582,Satellite radio,Paramount+,Content Selection,Bundling,55+,West,$35K-$75K,8.43
2022,10046,Broadcast TV,YouTube,Recommendation,,18-24,Midwest,$75K-$150K,3.32
2022,11617,Broadcast,Apple TV+,Device Availability,,25-34,Midwest,$35K-$75K,6.17
2022,11143,Print,Spotify,Price,,45-54,West,>$150K,8.0
2022,11398,Cable television,Apple TV+,Content Selection,Convenience,35-44,Midwest,$75K-$150K,4.0
2022,10808,Broadcast TV,Paramount+,Bundling,,45-54,Northeast,<$35K,8.0
2022,11280,Print Media,Amazon Prime Video,Device Availability,,25-34,West,$75K-$150K,9.0
2022,11074,Broadcast,YouTube,Price,Convenience,45-54,South,>$150K,5.0
2022,10287,satellite radio,Peacock,Content Selection,Price,55+,West,$75K-$150K,7.0
2022,11888,Cable television,Disney+,Bundling,Bundling,18-24,South,<$35K,8.0
2022,11760,Network TV,Disney+,Bundling,Content Selection,55+,Northeast,$35K-$75K,7.25
2022,10017,Cable TV,Netflix,Price,,45-54,West,>$150K,7.6
2022,11180,CABLE TV,Spotify,Device Availability,,45-54,Northeast,<$35K,4.0
2022,11361,Cable TV,Amazon Prime Video,Bundling,Convenience,25-34,Northeast,<$35K,5.82
2022,10668,newspaper,Disney+,Content Selection,Recommendation,55+,Midwest,<$35K,7.97
2022,10275,Newspaper,Disney+,Price,Convenience,35-44,West,>$150K,7.0
2022,10307,Print,Peacock,Recommendation,,45-54,West,$75K-$150K,7.0
2022,11221,Cable TV,Hulu,Device Availability,,25-34,Midwest,<$35K,7.0
2022,10587,CABLE TV,YouTube,Convenience,,45-54,Northeast,<$35K,5.0
2022,10769,CABLE TV,Disney+,Recommendation,,55+,West,$35K-$75K,9.0
2022,10263,Cable,Spotify,Recommendation,,55+,Northeast,>$150K,4.0
2022,10035,Cable TV,Apple TV+,Bundling,Convenience,45-54,Northeast,>$150K,6.3
2022,11720,Satellite radio,Netflix,Price,Device Availability,35-44,West,$35K-$75K,
2022,11685,newspaper,Apple TV+,Content Selection,,45-54,Midwest,$75K-$150K,8.0
2022,11211,Cable television,Paramount+,Convenience,,25-34,West,$75K-$150K,
2022,10396,Broadcast,Max,Price,,55+,West,$35K-$75K,7.56
2022,11434,Cable television,Apple TV+,Bundling,,45-54,Northeast,$75K-$150K,6.49
2022,11734,satellite radio,Apple TV+,Recommendation,,18-24,Midwest,>$150K,5.11
2022,10751,print media,Disney+,Convenience,,18-24,Northeast,<$35K,8.0
2022,11981,Broadcast TV,Paramount+,Content Selection,Content Selection,35-44,West,$35K-$75K,8.0
2022,10716,satellite radio,Netflix,Price,Bundling,55+,South,$35K-$75K,5.73
2022,10779,Network TV,Spotify,Convenience,Price,18-24,Midwest,<$35K,4.0
2022,11719,newspaper,Disney+,Recommendation,,18-24,Northeast,$75K-$150K,7.0
2022,11619,Cable television,Netflix,Bundling,Price,18-24,West,<$35K,7.0
2022,10135,Satellite Radio,Paramount+,Convenience,,18-24,Midwest,$75K-$150K,6.0
2022,11659,Network TV,YouTube,Bundling,,45-54,Midwest,$35K-$75K,5.57
2022,11519,Broadcast TV,Peacock,Device Availability,Bundling,55+,South,>$150K,7.26
2022,11507,Print,Netflix,Convenience,Content Selection,35-44,West,$35K-$75K,8.28
2022,11341,print media,Apple TV+,Recommendation,Content Selection,35-44,South,>$150K,5.0
2022,10002,Cable television,Paramount+,Content Selection,,25-34,Midwest,$75K-$150K,6.0
2022,11649,Broadcast,Apple TV+,Content Selection,Device Availability,35-44,West,$35K-$75K,
2022,11906,Print Media,Netflix,Recommendation,Bundling,35-44,Midwest,<$35K,6.0
2022,10439,Cable,Netflix,Bundling,Convenience,35-44,Northeast,<$35K,4.0
2022,11465,Satellite radio,Hulu,Price,,45-54,West,<$35K,7.0
2022,11365,cable tv,Paramount+,Device Availability,Device Availability,25-34,South,<$35K,5.0
2022,11165,Print Media,Hulu,Device Availability,Price,18-24,South,$35K-$75K,8.0
2022,10707,newspaper,Apple TV+,Price,Recommendation,18-24,Northeast,$75K-$150K,7.76
2022,10262,newspaper,Max,Recommendation,,55+,Midwest,<$35K,7.6
2022,11595,Print,Paramount+,Device Availability,Content Selection,45-54,Northeast,$75K-$150K,6.18
2022,11422,Cable TV,Netflix,Price,,35-44,South,$75K-$150K,4.48
2022,11194,Satellite Radio,Netflix,Convenience,Price,25-34,West,<$35K,4.01
2022,11016,Broadcast TV,Amazon Prime Video,Device Availability,Bundling,55+,South,$75K-$150K,7.0
2022,11686,newspaper,Apple TV+,Content Selection,Recommendation,18-24,Northeast,<$35K,5.06
2022,10034,CABLE TV,Peacock,Bundling,Bundling,45-54,West,>$150K,8.0
2022,11589,Newspaper,Spotify,Convenience,,25-34,South,$35K-$75K,5.0
2022,10199,Broadcast,Netflix,Price,Recommendation,45-54,South,$75K-$150K,6.16
2022,10468,Satellite Radio,Hulu,Recommendation,Recommendation,35-44,Midwest,$35K-$75K,8.0
2022,11984,Cable TV,Disney+,Device Availability,,25-34,South,$35K-$75K,6.0
2022,10929,Cable TV,YouTube,Price,,45-54,Northeast,$75K-$150K,7.0
2022,10242,broadcast tv,Amazon Prime Video,Price,Price,18-24,West,>$150K,9.0
2022,10290,Satellite Radio,Max,Device Availability,Recommendation,35-44,West,$75K-$150K,9.0
2022,10564,SiriusXM,Max,Content Selection,Content Selection,25-34,West,$35K-$75K,4.0
2022,10390,cable tv,Apple TV+,Bundling,Convenience,45-54,West,<$35K,6.48
2022,10868,print media,Amazon Prime Video,Device Availability,,18-24,South,$35K-$75K,6.0
2022,11915,CABLE TV,Disney+,Price,Bundling,18-24,West,<$35K,6.0
2022,10735,Broadcast,Spotify,Convenience,Bundling,18-24,Midwest,>$150K,5.0
2022,11125,Print,Peacock,Bundling,,18-24,Midwest,$35K-$75K,4.0
2022,11105,Cable television,YouTube,Content Selection,,55+,West,$35K-$75K,7.21
2022,10750,Print Media,Netflix,Device Availability,Bundling,25-34,South,>$150K,7.0
2022,10793,Broadcast,Disney+,Device Availability,,18-24,Midwest,<$35K,7.0
2022,10628,Cable,Disney+,Device Availability,,18-24,Northeast,>$150K,10.0
2022,11561,print media,Netflix,Content Selection,Content Selection,18-24,Midwest,$35K-$75K,6.07
2022,11892,Newspaper,Apple TV+,Content Selection,,18-24,South,$75K-$150K,6.69
2022,10266,cable tv,Netflix,Recommendation,Content Selection,18-24,Northeast,$75K-$150K,6.0
2022,10434,Newspaper,Paramount+,Recommendation,Bundling,18-24,South,$35K-$75K,7.0
2022,11733,Cable TV,Paramount+,Convenience,Bundling,18-24,South,$35K-$75K,4.0
2022,10055,CABLE TV,Max,Price,,45-54,South,$35K-$75K,3.85
2022,10531,Broadcast TV,Apple TV+,Recommendation,,35-44,West,>$150K,5.0
2022,11928,Newspaper,Amazon Prime Video,Device Availability,Content Selection,18-24,West,$75K-$150K,6.0
2022,10153,Cable TV,Paramount+,Recommendation,Content Selection,35-44,South,$35K-$75K,8.0
2022,11818,Network TV,Disney+,Recommendation,Content Selection,45-54,South,>$150K,7.46
2022,11594,Cable television,Disney+,Device Availability,Device Availability,55+,Midwest,$75K-$150K,6.19
2022,10319,Broadcast TV,Spotify,Device Availability,,55+,Northeast,>$150K,8.0
2022,10052,CABLE TV,YouTube,Device Availability,Content Selection,25-34,Midwest,$35K-$75K,8.0
2022,10288,Print Media,Paramount+,Content Selection,,18-24,Midwest,$35K-$75K,7.0
2022,10986,print media,Hulu,Price,,35-44,West,>$150K,
2022,11905,Print Media,Apple TV+,Recommendation,,45-54,Midwest,>$150K,6.0
2022,10110,Print Media,Apple TV+,Content Selection,Content Selection,45-54,Midwest,>$150K,8.53
2022,10865,Network TV,Hulu,Recommendation,Convenience,25-34,Northeast,$35K-$75K,6.0
2022,10252,satellite radio,Spotify,Price,,25-34,West,$35K-$75K,8.0
2022,10741,SiriusXM,Max,Recommendation,Content Selection,18-24,West,$75K-$150K,8.0
2022,11257,Cable television,Hulu,Convenience,Device Availability,35-44,South,$35K-$75K,8.11
2022,10331,Broadcast TV,Max,Convenience,,25-34,Northeast,>$150K,5.64
2022,10981,Print,Netflix,Bundling,,18-24,West,$75K-$150K,6.28
2022,10472,cable tv,Spotify,Recommendation,Bundling,35-44,Midwest,$35K-$75K,8.0
2022,11141,CABLE TV,Paramount+,Convenience,Device Availability,45-54,Northeast,<$35K,10.0
2022,11013,Cable TV,Spotify,Recommendation,,25-34,South,>$150K,6.0
2022,10569,Broadcast,Paramount+,Price,Price,18-24,Midwest,$35K-$75K,7.0
2022,10123,cable tv,Apple TV+,Device Availability,,18-24,Northeast,<$35K,9.0
2022,10340,Cable,Apple TV+,Recommendation,,25-34,Northeast,>$150K,
2022,11226,Broadcast TV,Amazon Prime Video,Recommendation,,18-24,West,$35K-$75K,8.0
2022,11268,Broadcast,Spotify,Recommendation,Device Availability,18-24,South,>$150K,6.0
2022,10125,newspaper,Apple TV+,Device Availability,,25-34,South,$35K-$75K,8.42
2022,10907,Satellite radio,Netflix,Convenience,Recommendation,25-34,Midwest,$35K-$75K,9.0
2022,11472,cable tv,Netflix,Recommendation,Price,55+,West,<$35K,5.0
2022,11974,print media,Amazon Prime Video,Recommendation,Price,45-54,Northeast,$35K-$75K,7.0
2022,10174,newspaper,Amazon Prime Video,Bundling,,25-34,Northeast,>$150K,5.0
2022,10872,cable tv,Peacock,Recommendation,Recommendation,35-44,South,$35K-$75K,4.0
2022,11765,Cable,Disney+,Content Selection,,55+,Northeast,<$35K,7.0
2022,11209,newspaper,Disney+,Device Availability,,25-34,South,$75K-$150K,5.0
2022,10045,newspaper,Apple TV+,Content Selection,Price,45-54,South,>$150K,7.69
2022,10844,Cable television,Paramount+,Convenience,Content Selection,18-24,West,$75K-$150K,6.0
2022,10467,Broadcast TV,Spotify,Convenience,Device Availability,18-24,South,>$150K,8.01
2022,10259,Network TV,Apple TV+,Recommendation,Device Availability,35-44,West,<$35K,9.16
2022,11761,Cable,Hulu,Convenience,Device Availability,35-44,Northeast,<$35K,3.0
2022,10576,Cable TV,YouTube,Device Availability,Content Selection,55+,Midwest,>$150K,5.0
2022,11087,Cable television,Netflix,Content Selection,Content Selection,45-54,South,<$35K,10.06
2022,11331,Satellite radio,Max,Price,,55+,South,>$150K,8.0
2022,11935,Network TV,Peacock,Price,,55+,West,$35K-$75K,8.5
2022,11845,print media,Disney+,Recommendation,,18-24,West,$75K-$150K,8.0
2022,10219,Network TV,Spotify,Recommendation,Device Availability,25-34,Midwest,$35K-$75K,7.0
2022,10701,CABLE TV,YouTube,Device Availability,Content Selection,18-24,South,<$35K,7.0
2022,10654,Broadcast TV,Apple TV+,Recommendation,,35-44,Midwest,>$150K,
2022,10534,Cable,Peacock,Bundling,,35-44,Midwest,>$150K,5.4
2022,11951,Network TV,Max,Price,Content Selection,45-54,Midwest,>$150K,6.63
2022,11769,broadcast tv,Apple TV+,Device Availability,Content Selection,18-24,West,$75K-$150K,6.0
